date,B5_5_PPFD,B5_6_PPFD,B5_7_PPFD,B5_8_PPFD,air_temp,외부_PPFD
2026-05-18 13:20:00,281.7,255.4,243.7,218.6,21.58,567.9
2026-05-18 13:30:00,283.4,259.5,241.8,222.5,21.18,575.9
2026-05-18 13:40:00,268.8,240.2,227.9,209.4,21.3,549.2
2026-05-18 13:50:00,254.7,225.2,218.4,197.8,19.83,519.3
2026-05-18 14:00:00,254.1,229.6,217.4,200.1,20.96,523.4
2026-05-18 14:10:00,234.3,218.4,205.2,188.8,19.15,503.8
2026-05-18 14:20:00,244.9,223.8,208.0,188.6,19.7,520.8
2026-05-18 14:30:00,238.2,216.1,203.6,187.6,20.34,511.6
2026-05-18 14:40:00,220.2,204.9,192.2,177.5,20.11,485.8
2026-05-18 14:50:00,222.7,204.3,193.7,173.7,19.19,489.8
2026-05-18 15:00:00,198.8,179.6,166.7,155.6,19.1,438.5
2026-05-18 15:10:00,174.0,159.8,151.4,136.5,19.64,399.9
2026-05-18 15:20:00,159.2,140.0,137.7,121.1,18.6,365.9
2026-05-18 15:30:00,134.8,125.9,112.7,107.2,19.38,321.1
2026-05-18 15:40:00,128.7,120.8,113.9,98.3,18.16,311.7
2026-05-18 15:50:00,113.4,101.8,92.7,86.0,17.99,270.3
2026-05-18 16:00:00,100.3,90.5,87.8,81.9,18.13,253.5
2026-05-18 16:10:00,105.3,96.3,90.2,77.9,17.18,267.2
2026-05-18 16:20:00,89.1,86.2,82.0,70.1,16.36,243.7
2026-05-18 16:30:00,99.0,89.8,83.0,72.5,16.34,256.6
2026-05-18 16:40:00,90.8,79.8,72.3,70.0,15.99,248.2
2026-05-18 16:50:00,86.1,78.2,72.8,66.9,15.06,246.7
2026-05-18 17:00:00,77.5,71.0,65.9,62.5,15.1,224.7
2026-05-18 17:10:00,65.7,62.4,58.5,55.5,14.5,208.4
2026-05-18 17:20:00,67.1,56.6,56.6,51.6,14.75,203.8
2026-05-18 17:30:00,55.0,51.5,49.5,43.9,13.98,182.0
2026-05-18 17:40:00,43.7,41.3,39.2,35.3,13.42,150.0
2026-05-18 17:50:00,39.7,37.2,34.5,30.1,13.06,144.0
2026-05-18 18:00:00,31.0,29.7,23.9,26.9,12.76,119.0
2026-05-18 18:10:00,29.0,24.6,22.9,19.4,12.48,107.2
2026-05-18 18:20:00,25.1,25.3,22.0,20.9,11.39,100.1
2026-05-18 18:30:00,81.9,77.0,75.6,78.5,10.93,88.7
2026-05-18 18:40:00,77.2,74.5,76.1,73.9,11.34,78.2
2026-05-18 18:50:00,74.2,72.0,73.1,69.9,10.28,63.4
2026-05-18 19:00:00,70.8,72.4,70.3,69.9,9.43,60.1
2026-05-18 19:10:00,71.9,63.8,60.3,60.1,10.18,41.0
2026-05-18 19:20:00,62.0,62.1,61.9,64.6,10.19,30.7
2026-05-18 19:30:00,65.3,58.4,66.2,61.9,9.39,17.8
2026-05-18 19:40:00,63.2,60.5,59.3,60.3,10.09,3.5
2026-05-18 19:50:00,58.3,57.8,56.0,61.4,10.29,0.0
2026-05-18 20:00:00,64.5,59.2,62.5,59.9,10.15,0.0
2026-05-18 20:10:00,62.0,61.3,60.0,57.7,10.25,0.0
2026-05-18 20:20:00,61.9,58.7,62.2,59.7,9.44,0.0
2026-05-18 20:30:00,60.1,60.5,60.6,60.1,10.13,0.0
2026-05-18 20:40:00,59.6,59.4,60.9,60.2,9.88,0.0
2026-05-18 20:50:00,59.6,61.3,60.7,60.3,9.81,0.0
2026-05-18 21:00:00,60.8,61.0,61.4,62.1,10.35,0.0
2026-05-18 21:10:00,62.8,58.6,64.6,57.8,10.59,0.0
2026-05-18 21:20:00,60.4,59.7,61.9,60.4,10.72,0.0
2026-05-18 21:30:00,58.2,62.1,56.8,62.6,10.53,0.0
2026-05-18 21:40:00,61.6,60.8,60.9,56.5,9.96,0.0
2026-05-18 21:50:00,61.8,57.2,62.3,60.4,10.14,0.0
2026-05-18 22:00:00,61.3,61.3,62.4,58.8,10.31,0.0
2026-05-18 22:10:00,61.5,57.8,59.1,59.3,10.05,0.0
2026-05-18 22:20:00,59.5,62.8,62.3,58.2,10.05,0.0
2026-05-18 22:30:00,58.1,62.0,61.9,59.7,10.33,0.0
2026-05-18 22:40:00,58.3,60.6,65.1,63.7,9.98,0.0
2026-05-18 22:50:00,56.7,60.3,58.5,57.5,9.71,0.0
2026-05-18 23:00:00,60.5,59.6,59.0,57.7,9.83,0.0
2026-05-18 23:10:00,59.8,61.4,59.4,57.4,10.25,0.0
2026-05-18 23:20:00,59.1,59.3,59.0,63.5,10.0,0.0
2026-05-18 23:30:00,54.1,60.5,58.2,59.1,10.14,0.0
2026-05-18 23:40:00,57.5,61.7,54.5,59.9,10.27,0.0
2026-05-18 23:50:00,62.2,58.9,59.1,59.2,9.85,0.0
2026-05-19 00:00:00,58.7,58.8,60.7,58.1,10.3,0.0
2026-05-19 00:10:00,60.7,57.6,59.0,59.5,10.15,0.0
2026-05-19 00:20:00,57.2,57.9,63.9,64.9,9.51,0.0
2026-05-19 00:30:00,62.9,56.3,60.0,62.8,10.58,0.0
2026-05-19 00:40:00,59.7,61.5,62.6,58.3,9.8,0.0
2026-05-19 00:50:00,60.6,63.6,60.5,61.3,9.34,0.0
2026-05-19 01:00:00,64.7,62.9,61.7,58.3,9.58,0.0
2026-05-19 01:10:00,63.0,56.7,60.6,56.4,9.59,0.0
2026-05-19 01:20:00,59.4,61.4,62.7,62.0,10.02,0.0
2026-05-19 01:30:00,58.8,62.8,60.1,62.3,9.89,0.0
2026-05-19 01:40:00,59.3,59.1,61.0,62.1,9.87,0.0
2026-05-19 01:50:00,61.0,60.2,60.7,59.1,10.25,0.0
2026-05-19 02:00:00,59.8,56.0,59.4,59.7,10.14,0.0
2026-05-19 02:10:00,59.2,60.5,60.8,61.5,10.13,0.0
2026-05-19 02:20:00,62.9,57.9,64.5,60.8,10.16,0.0
2026-05-19 02:30:00,59.8,60.4,59.5,59.2,10.25,0.0
2026-05-19 02:40:00,4.6,0.0,0.8,0.0,9.16,0.0
2026-05-19 02:50:00,0.2,1.1,2.5,0.2,9.85,0.0
2026-05-19 03:00:00,3.6,2.0,2.3,2.2,9.13,0.0
2026-05-19 03:10:00,0.7,0.0,0.0,0.0,10.01,0.0
2026-05-19 03:20:00,1.9,0.0,0.0,1.3,10.0,0.0
2026-05-19 03:30:00,0.0,0.0,1.0,0.7,10.42,0.0
2026-05-19 03:40:00,0.0,0.0,0.0,1.5,10.48,0.0
2026-05-19 03:50:00,0.9,0.0,2.9,1.7,10.08,0.0
2026-05-19 04:00:00,2.0,0.0,0.3,0.0,9.8,0.0
2026-05-19 04:10:00,0.1,0.9,2.0,0.0,10.19,0.0
2026-05-19 04:20:00,0.0,0.0,0.0,0.0,9.79,0.0
2026-05-19 04:30:00,0.0,0.0,0.0,1.8,10.0,0.0
2026-05-19 04:40:00,0.0,0.0,0.5,0.0,10.39,0.0
2026-05-19 04:50:00,0.0,2.1,0.0,0.0,9.78,0.0
2026-05-19 05:00:00,0.2,1.2,0.0,0.0,10.32,0.0
2026-05-19 05:10:00,2.3,0.0,0.2,3.5,10.72,0.0
2026-05-19 05:20:00,0.8,2.0,6.3,2.3,10.51,6.1
2026-05-19 05:30:00,5.3,6.6,10.1,9.2,11.73,63.0
2026-05-19 05:40:00,18.5,17.2,18.3,16.7,12.07,111.7
2026-05-19 05:50:00,32.7,30.4,30.1,27.0,12.27,181.5
2026-05-19 06:00:00,49.9,40.6,42.2,35.3,12.37,234.2
2026-05-19 06:10:00,57.4,55.8,51.5,46.9,12.76,290.2
2026-05-19 06:20:00,73.3,65.8,59.6,57.1,13.32,335.4
2026-05-19 06:30:00,88.9,78.8,73.2,72.2,14.18,366.2
2026-05-19 06:40:00,97.1,88.6,84.4,76.4,14.0,391.0
2026-05-19 06:50:00,113.2,96.1,94.4,86.7,14.97,433.4
2026-05-19 07:00:00,133.9,124.0,114.6,105.6,14.71,493.8
2026-05-19 07:10:00,153.7,133.2,130.3,117.8,15.53,541.2
2026-05-19 07:20:00,161.0,143.9,140.2,127.8,16.04,541.1
2026-05-19 07:30:00,180.9,168.1,158.5,141.5,17.36,595.5
2026-05-19 07:40:00,182.5,163.9,156.8,142.5,16.21,568.5
2026-05-19 07:50:00,183.9,166.9,161.7,148.2,17.71,566.9
2026-05-19 08:00:00,217.7,195.3,186.6,170.6,17.54,638.1
2026-05-19 08:10:00,239.8,219.9,206.3,187.6,17.99,682.3
2026-05-19 08:20:00,238.1,213.9,203.4,187.3,18.21,662.2
2026-05-19 08:30:00,236.5,217.5,199.1,185.0,18.66,636.7
2026-05-19 08:40:00,250.3,228.8,216.6,195.7,18.74,659.4
2026-05-19 08:50:00,279.2,253.6,242.6,219.3,19.68,719.6
2026-05-19 09:00:00,282.3,256.4,245.8,224.4,19.2,707.2
2026-05-19 09:10:00,313.6,285.4,274.8,246.9,20.11,772.1
2026-05-19 09:20:00,309.9,283.2,269.1,240.5,19.66,740.7
2026-05-19 09:30:00,306.3,282.3,263.4,240.5,20.14,724.9
2026-05-19 09:40:00,315.2,282.1,269.1,247.8,19.96,723.8
2026-05-19 09:50:00,303.3,277.4,263.9,240.6,20.79,693.4
2026-05-19 10:00:00,301.8,274.0,265.6,238.2,21.39,676.5
2026-05-19 10:10:00,297.0,274.0,259.5,232.9,20.97,656.4
2026-05-19 10:20:00,301.2,269.0,259.0,234.8,21.09,648.3
2026-05-19 10:30:00,283.1,260.2,242.1,219.7,20.88,605.7
2026-05-19 10:40:00,273.4,249.1,233.7,213.8,21.38,580.6
2026-05-19 10:50:00,302.8,272.3,261.2,238.2,20.95,633.5
2026-05-19 11:00:00,297.2,272.9,257.0,237.7,21.33,626.8
2026-05-19 11:10:00,326.5,295.6,280.4,253.6,21.88,673.5
2026-05-19 11:20:00,355.7,317.5,302.2,273.5,22.39,720.0
2026-05-19 11:30:00,383.9,349.3,333.1,300.4,23.05,780.5
2026-05-19 11:40:00,385.9,348.6,331.1,305.4,21.73,780.8
2026-05-19 11:50:00,357.7,320.1,301.8,275.2,22.57,718.7
2026-05-19 12:00:00,373.8,337.8,321.0,291.7,22.1,747.3
2026-05-19 12:10:00,366.1,333.2,316.9,286.9,21.93,741.7
2026-05-19 12:20:00,374.4,342.3,325.0,294.4,22.14,756.0
2026-05-19 12:30:00,359.0,324.5,308.2,279.9,21.95,717.2
2026-05-19 12:40:00,341.3,310.1,294.2,267.3,21.91,685.7
2026-05-19 12:50:00,330.3,302.2,283.4,255.4,21.63,656.6
2026-05-19 13:00:00,337.5,307.8,287.7,264.6,21.14,679.2
2026-05-19 13:10:00,351.3,323.7,304.4,276.8,20.97,715.7
2026-05-19 13:20:00,339.4,307.6,295.5,264.7,21.73,692.1
2026-05-19 13:30:00,327.3,301.6,285.0,262.0,21.22,677.2
2026-05-19 13:40:00,303.8,277.3,258.5,239.6,20.93,623.0
2026-05-19 13:50:00,282.9,255.8,245.0,223.4,21.0,584.3
2026-05-19 14:00:00,285.4,262.3,248.4,220.9,21.13,595.2
2026-05-19 14:10:00,291.3,260.7,248.6,226.9,20.68,606.8
2026-05-19 14:20:00,269.0,242.0,225.4,210.0,20.13,565.3
2026-05-19 14:30:00,225.4,204.2,195.5,174.6,20.65,484.0
2026-05-19 14:40:00,175.0,163.5,150.8,140.3,20.55,389.2
2026-05-19 14:50:00,175.6,157.3,150.5,136.2,19.85,383.6
2026-05-19 15:00:00,160.2,144.2,135.1,128.2,19.77,355.3
2026-05-19 15:10:00,161.1,145.5,135.7,129.4,19.59,364.0
2026-05-19 15:20:00,149.9,133.2,126.4,112.5,19.25,341.4
2026-05-19 15:30:00,131.4,122.6,114.6,109.6,18.73,314.0
2026-05-19 15:40:00,114.3,100.8,93.5,84.5,18.4,264.1
2026-05-19 15:50:00,96.0,89.0,85.4,78.6,18.04,239.4
2026-05-19 16:00:00,107.0,95.2,89.9,84.5,17.04,263.7
2026-05-19 16:10:00,98.1,94.0,89.2,77.4,17.41,259.6
2026-05-19 16:20:00,89.7,82.9,79.3,72.7,16.22,240.1
2026-05-19 16:30:00,99.4,87.1,81.5,75.2,16.07,259.5
2026-05-19 16:40:00,103.7,95.0,87.9,82.6,16.52,288.3
2026-05-19 16:50:00,93.5,86.9,75.7,72.3,15.94,261.6
2026-05-19 17:00:00,82.6,72.1,71.2,66.7,15.8,241.5
2026-05-19 17:10:00,79.4,74.0,67.8,62.5,14.69,241.8
2026-05-19 17:20:00,83.3,69.5,64.5,62.7,13.92,253.3
2026-05-19 17:30:00,63.5,58.6,53.9,52.2,13.87,208.7
2026-05-19 17:40:00,55.4,56.8,48.9,47.3,13.58,200.2
2026-05-19 17:50:00,51.8,49.5,49.0,43.2,13.14,188.7
2026-05-19 18:00:00,44.9,40.2,34.3,33.0,13.12,161.9
2026-05-19 18:10:00,34.2,29.3,25.9,24.1,12.09,129.4
2026-05-19 18:20:00,27.4,27.9,28.5,22.8,11.93,124.3
2026-05-19 18:30:00,83.7,82.4,84.4,78.5,10.95,107.8
2026-05-19 18:40:00,77.8,75.7,74.8,76.4,11.08,85.9
2026-05-19 18:50:00,73.0,71.9,70.6,72.7,10.45,66.2
2026-05-19 19:00:00,68.7,70.8,71.1,68.6,9.7,58.6
2026-05-19 19:10:00,66.5,65.6,62.0,69.0,9.91,42.8
2026-05-19 19:20:00,64.0,63.4,61.0,67.0,9.93,32.5
2026-05-19 19:30:00,63.1,58.7,60.8,61.7,9.89,10.0
2026-05-19 19:40:00,61.7,60.9,63.2,58.4,10.71,0.7
2026-05-19 19:50:00,59.7,61.1,59.1,63.2,9.96,0.0
2026-05-19 20:00:00,59.2,60.5,60.2,59.9,9.9,0.0
2026-05-19 20:10:00,60.3,61.9,62.3,60.3,9.16,0.0
2026-05-19 20:20:00,58.4,60.2,64.2,59.3,9.64,0.0
2026-05-19 20:30:00,57.7,60.8,58.8,58.2,9.89,0.0
2026-05-19 20:40:00,58.1,60.6,60.0,57.1,9.73,0.0
2026-05-19 20:50:00,58.7,59.8,63.6,61.3,10.55,0.0
2026-05-19 21:00:00,57.7,58.9,57.0,58.4,9.93,0.0
2026-05-19 21:10:00,60.3,64.4,62.1,66.1,10.52,0.0
2026-05-19 21:20:00,61.5,59.1,58.0,57.8,10.02,0.0
2026-05-19 21:30:00,56.8,58.7,60.2,57.5,10.01,0.0
2026-05-19 21:40:00,60.1,60.9,59.5,61.0,9.96,0.0
2026-05-19 21:50:00,59.6,60.5,58.1,63.1,10.0,0.0
2026-05-19 22:00:00,60.7,57.2,58.0,60.1,10.69,0.0
2026-05-19 22:10:00,60.0,62.2,60.6,61.1,9.07,0.0
2026-05-19 22:20:00,57.1,59.8,62.0,56.3,9.2,0.0
2026-05-19 22:30:00,57.5,57.8,59.7,58.6,9.78,0.0
2026-05-19 22:40:00,60.1,62.4,60.1,57.9,10.01,0.0
2026-05-19 22:50:00,62.1,61.3,61.1,56.2,10.28,0.0
2026-05-19 23:00:00,55.6,57.5,58.1,60.2,10.19,0.0
2026-05-19 23:10:00,60.7,63.6,61.5,55.5,9.85,0.0
2026-05-19 23:20:00,62.4,61.3,61.6,57.4,10.41,0.0
2026-05-19 23:30:00,59.7,60.0,65.2,58.9,10.41,0.0
2026-05-19 23:40:00,61.1,63.2,59.2,58.3,10.07,0.0
2026-05-19 23:50:00,58.6,60.3,59.1,60.8,10.39,0.0
2026-05-20 00:00:00,59.8,59.9,61.5,60.6,10.11,0.0
2026-05-20 00:10:00,56.8,58.7,61.6,61.8,9.78,0.0
2026-05-20 00:20:00,55.3,61.2,58.9,61.5,10.28,0.0
2026-05-20 00:30:00,61.9,61.0,59.2,62.3,10.04,0.0
2026-05-20 00:40:00,58.0,60.0,61.1,60.0,10.0,0.0
2026-05-20 00:50:00,59.1,58.4,58.3,60.6,10.59,0.0
2026-05-20 01:00:00,57.2,60.3,59.2,61.0,9.02,0.0
2026-05-20 01:10:00,57.2,59.9,60.2,60.3,9.43,0.0
2026-05-20 01:20:00,59.7,57.3,62.0,59.2,9.53,0.0
2026-05-20 01:30:00,58.5,57.1,58.8,59.3,9.85,0.0
2026-05-20 01:40:00,60.8,61.1,56.3,58.4,9.9,0.0
2026-05-20 01:50:00,60.9,54.8,56.2,60.8,9.4,0.0
2026-05-20 02:00:00,60.6,60.4,57.5,59.8,9.61,0.0
2026-05-20 02:10:00,60.5,59.0,57.4,58.7,9.66,0.0
2026-05-20 02:20:00,63.2,62.6,59.7,58.7,10.98,0.0
2026-05-20 02:30:00,57.9,59.0,57.6,57.6,10.72,0.0
2026-05-20 02:40:00,0.0,1.3,0.0,2.0,9.84,0.0
2026-05-20 02:50:00,2.3,0.0,0.0,0.2,9.85,0.0
2026-05-20 03:00:00,2.5,0.2,0.0,0.0,9.54,0.0
2026-05-20 03:10:00,0.0,1.5,2.6,1.6,9.24,0.0
2026-05-20 03:20:00,0.0,0.0,1.3,0.0,9.95,0.0
2026-05-20 03:30:00,2.7,2.0,0.0,0.0,9.6,0.0
2026-05-20 03:40:00,1.0,0.0,0.0,2.0,9.97,0.0
2026-05-20 03:50:00,0.4,0.6,0.0,0.0,9.36,0.0
2026-05-20 04:00:00,0.0,1.8,0.7,0.0,9.7,0.0
2026-05-20 04:10:00,0.0,1.3,1.2,0.1,10.06,0.0
2026-05-20 04:20:00,0.6,3.8,0.0,2.3,10.15,0.0
2026-05-20 04:30:00,0.0,0.0,0.1,0.0,10.17,0.0
2026-05-20 04:40:00,0.0,0.0,0.0,0.0,9.47,0.0
2026-05-20 04:50:00,0.2,0.0,0.4,1.1,10.34,0.0
2026-05-20 05:00:00,0.0,1.3,1.5,0.0,9.68,0.0
2026-05-20 05:10:00,1.1,1.0,0.0,3.8,10.7,0.0
2026-05-20 05:20:00,7.7,1.9,5.3,1.5,10.89,13.3
2026-05-20 05:30:00,8.8,9.0,8.9,5.2,10.79,78.7
2026-05-20 05:40:00,22.7,21.6,19.4,18.0,11.66,129.9
2026-05-20 05:50:00,30.5,26.7,27.5,29.0,12.38,175.2
2026-05-20 06:00:00,44.4,41.7,37.0,37.0,12.92,220.8
2026-05-20 06:10:00,54.4,55.1,46.5,46.2,13.05,260.1
2026-05-20 06:20:00,72.8,65.6,61.5,53.8,14.15,321.9
2026-05-20 06:30:00,86.2,77.4,73.8,67.4,14.37,357.9
2026-05-20 06:40:00,94.1,84.3,83.4,71.9,14.28,379.8
2026-05-20 06:50:00,97.9,83.4,82.3,75.3,15.1,369.1
2026-05-20 07:00:00,100.7,94.7,92.3,79.9,15.98,388.3
2026-05-20 07:10:00,123.1,107.0,101.7,92.6,16.39,423.1
2026-05-20 07:20:00,130.0,114.7,112.7,99.8,15.51,437.5
2026-05-20 07:30:00,151.8,139.6,127.2,118.9,16.01,487.4
2026-05-20 07:40:00,174.4,161.4,154.2,140.0,17.35,555.2
2026-05-20 07:50:00,182.1,168.0,162.5,144.4,16.7,557.5
2026-05-20 08:00:00,173.1,156.6,148.4,132.5,16.95,507.3
2026-05-20 08:10:00,196.6,178.6,164.7,153.2,17.63,559.6
2026-05-20 08:20:00,219.6,201.2,187.3,169.9,18.33,605.4
2026-05-20 08:30:00,237.0,213.6,204.4,185.5,18.44,631.4
2026-05-20 08:40:00,271.6,251.5,237.7,217.7,18.54,720.7
2026-05-20 08:50:00,276.4,249.3,236.5,216.9,18.83,701.3
2026-05-20 09:00:00,274.4,249.0,238.0,213.3,19.1,685.2
2026-05-20 09:10:00,278.4,250.9,240.7,212.7,19.3,681.1
2026-05-20 09:20:00,257.4,233.0,226.3,200.2,20.83,623.1
2026-05-20 09:30:00,318.9,288.8,275.3,251.7,20.28,746.4
2026-05-20 09:40:00,322.5,298.0,284.6,255.4,20.75,754.8
2026-05-20 09:50:00,345.4,310.5,296.6,267.8,20.41,780.1
2026-05-20 10:00:00,337.0,309.3,294.2,269.4,20.74,758.9
2026-05-20 10:10:00,335.5,305.3,287.8,265.0,20.71,737.7
2026-05-20 10:20:00,387.1,348.1,331.9,303.2,20.11,840.7
2026-05-20 10:30:00,405.3,364.9,350.0,314.8,20.78,863.9
2026-05-20 10:40:00,400.5,365.6,345.2,313.5,20.74,849.9
2026-05-20 10:50:00,429.9,393.3,372.5,338.0,20.69,905.0
2026-05-20 11:00:00,398.3,361.1,343.7,315.7,21.22,830.2
2026-05-20 11:10:00,395.2,357.6,336.5,308.1,22.32,809.7
2026-05-20 11:20:00,378.0,345.1,324.2,296.5,21.85,771.8
2026-05-20 11:30:00,390.8,357.9,339.6,308.8,22.44,796.7
2026-05-20 11:40:00,391.3,356.4,338.1,304.3,22.13,793.0
2026-05-20 11:50:00,354.7,324.7,304.3,281.5,22.3,721.0
2026-05-20 12:00:00,352.9,319.2,302.4,275.0,21.64,707.3
2026-05-20 12:10:00,362.3,333.8,318.1,281.2,22.2,732.9
2026-05-20 12:20:00,345.0,313.0,295.0,264.6,22.26,687.3
2026-05-20 12:30:00,341.5,311.8,289.8,265.0,21.69,682.4
2026-05-20 12:40:00,346.4,311.1,297.5,268.4,22.09,683.5
2026-05-20 12:50:00,345.9,318.4,300.7,272.7,22.02,697.5
2026-05-20 13:00:00,335.4,305.5,288.4,263.0,21.48,674.0
2026-05-20 13:10:00,333.7,302.0,283.1,262.2,21.14,665.2
2026-05-20 13:20:00,345.9,314.4,297.6,266.3,20.99,695.3
2026-05-20 13:30:00,343.4,312.2,295.4,269.8,21.36,701.5
2026-05-20 13:40:00,325.8,292.5,282.1,255.2,21.3,666.1
2026-05-20 13:50:00,348.9,320.6,301.1,271.6,20.68,719.5
2026-05-20 14:00:00,344.9,313.9,296.7,269.6,20.82,716.0
2026-05-20 14:10:00,306.7,277.0,265.3,237.9,20.84,646.5
2026-05-20 14:20:00,301.3,272.9,258.9,238.7,20.64,639.1
